"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
8.172454097E0,-5.125923157E-1,4.751768112E-1,-8.550586104E-1,1.104386305E0
8.174453830E0,-5.040401816E-1,4.941136241E-1,-8.355109096E-1,1.093747347E0
8.176453563E0,-5.015967488E-1,5.063309073E-1,-8.263479471E-1,1.091247550E0
8.178453296E0,-4.954880774E-1,5.209916830E-1,-8.116871715E-1,1.084332437E0
8.180453029E0,-4.960989356E-1,5.313764215E-1,-8.031350970E-1,1.083282530E0
8.182452829E0,-4.918228686E-1,5.533675551E-1,-7.909177542E-1,1.083354180E0
8.184452629E0,-4.887685478E-1,5.698609352E-1,-7.829765081E-1,1.084752687E0
8.186452362E0,-4.893794060E-1,5.778021812E-1,-7.762570381E-1,1.084399628E0
8.188452095E0,-4.899902940E-1,5.942955017E-1,-7.738135457E-1,1.091817308E0
8.190451828E0,-5.015967488E-1,6.162866950E-1,-7.719809413E-1,1.107864235E0
8.192451561E0,-5.015967488E-1,6.162866950E-1,-7.719809413E-1,1.107864235E0
8.194451294E0,-5.028184652E-1,6.254496574E-1,-7.719809413E-1,1.113538619E0
8.196451027E0,-5.095379949E-1,6.358343363E-1,-7.738135457E-1,1.123699993E0
8.198450827E0,-5.156466365E-1,6.431647539E-1,-7.787004709E-1,1.133987115E0
8.200450560E0,-5.241987109E-1,6.559929252E-1,-7.841982841E-1,1.148946454E0
8.202450293E0,-5.296965241E-1,6.633232832E-1,-7.976372838E-1,1.164818193E0
8.204450026E0,-5.327508450E-1,6.767623425E-1,-8.086328506E-1,1.181405019E0
8.206449759E0,-5.339725614E-1,6.822600961E-1,-8.165740967E-1,1.190545585E0
8.208449492E0,-5.394703746E-1,6.950882673E-1,-8.342891932E-1,1.212523997E0
8.210449225E0,-5.437464118E-1,7.085273266E-1,-8.642216325E-1,1.242799325E0
8.212448291E0,-5.468007326E-1,7.158576846E-1,-8.739954233E-1,1.255114045E0
8.214448091E0,-5.468007326E-1,7.219663858E-1,-8.831584454E-1,1.264988278E0
8.216447824E0,-5.425246954E-1,7.219663858E-1,-8.941540122E-1,1.270857941E0
8.218447557E0,-5.431355834E-1,7.305184603E-1,-9.112582207E-1,1.288039218E0
8.220447290E0,-5.419138074E-1,7.347945571E-1,-9.295842052E-1,1.302966005E0
8.222447023E0,-5.358051658E-1,7.354053855E-1,-9.399688840E-1,1.308223895E0
8.224446756E0,-5.376377702E-1,7.409031987E-1,-9.564622641E-1,1.323938059E0
8.226446589E0,-5.327508450E-1,7.409031987E-1,-9.650143981E-1,1.328161813E0
8.228446322E0,-5.351943374E-1,7.421249151E-1,-9.808968902E-1,1.341395198E0
8.230446122E0,-5.394703746E-1,7.427358031E-1,-1.002887964E0,1.359584138E0
8.232445155E0,-5.394703746E-1,7.427358031E-1,-1.002887964E0,1.359584138E0
8.234444888E0,-5.504659414E-1,7.415140271E-1,-1.015716195E0,1.372783739E0
8.236444621E0,-5.516876578E-1,7.427358031E-1,-1.020603061E0,1.377550853E0
8.238444354E0,-5.651267171E-1,7.451792359E-1,-1.038929105E0,1.397867656E0
8.240444087E0,-5.767331719E-1,7.500661612E-1,-1.057255030E0,1.418805341E0
8.242443820E0,-5.840635300E-1,7.537313700E-1,-1.062141895E0,1.427370516E0
8.244443553E0,-5.981134176E-1,7.580074072E-1,-1.078635335E0,1.447677131E0
8.246443353E0,-6.194937229E-1,7.732790709E-1,-1.097572088E0,1.478647180E0
8.248443086E0,-6.268240809E-1,7.751116157E-1,-1.104902506E0,1.488124992E0
8.250442819E0,-6.616434455E-1,7.983245254E-1,-1.129337072E0,1.533132845E0
8.252443219E0,-6.616434455E-1,7.983245254E-1,-1.129337072E0,1.533132845E0
8.254442952E0,-6.897432208E-1,8.080983758E-1,-1.143387079E0,1.560801944E0
8.256442685E0,-7.172321677E-1,8.239808679E-1,-1.151328325E0,1.587111642E0
8.258442418E0,-7.282277346E-1,8.300895095E-1,-1.156826019E0,1.599253159E0
8.260442218E0,-7.575492859E-1,8.392524719E-1,-1.162934661E0,1.621925602E0
8.262442018E0,-7.746534944E-1,8.429176807E-1,-1.165989041E0,1.634052844E0
8.264441751E0,-8.009206653E-1,8.496372104E-1,-1.165989041E0,1.650117495E0
8.266441484E0,-8.247444630E-1,8.569675684E-1,-1.168432474E0,1.667282606E0
8.268441217E0,-8.339074254E-1,8.588001728E-1,-1.167821646E0,1.672347669E0
8.270440950E0,-8.644506931E-1,8.667414188E-1,-1.162934661E0,1.688470525E0
8.272440683E0,-8.736136556E-1,8.661305308E-1,-1.154382586E0,1.687003874E0
8.274440416E0,-8.809440136E-1,8.691849113E-1,-1.150717378E0,1.689880247E0
8.276440216E0,-8.986591101E-1,8.704066277E-1,-1.139721870E0,1.692383478E0
8.278439949E0,-9.029352069E-1,8.734609485E-1,-1.134224057E0,1.692539580E0
8.280439682E0,-9.194285274E-1,8.697957397E-1,-1.122617602E0,1.691793051E0
8.282439415E0,-9.267589450E-1,8.661305308E-1,-1.115287185E0,1.689061794E0
8.284439148E0,-9.383653998E-1,8.618544936E-1,-1.104291677E0,1.686055426E0
8.286438881E0,-9.530261159E-1,8.569675684E-1,-1.093296051E0,1.684621158E0
8.288438614E0,-9.536370039E-1,8.581892848E-1,-1.083522201E0,1.679265537E0
8.290438347E0,-9.615782499E-1,8.588001728E-1,-1.058476806E0,1.668095805E0
8.292438813E0,-9.634108543E-1,8.563567400E-1,-1.051146388E0,1.663254662E0
8.294438546E0,-9.627999663E-1,8.594110608E-1,-1.043205142E0,1.659472240E0
8.296438279E0,-9.652434587E-1,8.594110608E-1,-1.022435665E0,1.647925058E0
8.298438012E0,-9.615782499E-1,8.636870980E-1,-1.014494419E0,1.643102876E0
8.300437745E0,-9.597456455E-1,8.673523068E-1,-9.967793822E-1,1.633089362E0
8.302437478E0,-9.560804963E-1,8.728500605E-1,-9.753990769E-1,1.620913478E0
8.304437211E0,-9.573022127E-1,8.777369857E-1,-9.680687189E-1,1.619878633E0
8.306436944E0,-9.554696083E-1,8.814021945E-1,-9.466884136E-1,1.608107880E0
8.308436744E0,-9.530261159E-1,8.856782317E-1,-9.411906004E-1,1.605778457E0
8.310436477E0,-9.524152875E-1,9.033933282E-1,-9.167560339E-1,1.601142096E0
8.312435577E0,-9.493609667E-1,9.070585370E-1,-9.082038999E-1,1.596519890E0
8.314435310E0,-9.469174743E-1,9.156106710E-1,-9.045386910E-1,1.597869158E0
8.316435043E0,-9.395871162E-1,9.339365959E-1,-8.898779750E-1,1.595914886E0
8.318434776E0,-9.340893030E-1,9.363800883E-1,-8.868235946E-1,1.592415330E0
8.320434509E0,-9.249263406E-1,9.577603340E-1,-8.770498037E-1,1.594368198E0
8.322434242E0,-9.108764529E-1,9.766971469E-1,-8.691084981E-1,1.593418592E0
8.324434042E0,-9.059895277E-1,9.876927137E-1,-8.642216325E-1,1.594751689E0
8.326433775E0,-8.919396400E-1,1.008462191E0,-8.568912148E-1,1.595874326E0
8.328433508E0,-8.864418268E-1,1.012738228E0,-8.526151776E-1,1.593226435E0
8.330433241E0,-8.632289767E-1,1.045114040E0,-8.440630436E-1,1.596831251E0
8.332432974E0,-8.632289767E-1,1.045114040E0,-8.440630436E-1,1.596831251E0
8.334432707E0,-8.620072007E-1,1.050001025E0,-8.416196108E-1,1.598087024E0
8.336432440E0,-8.485682011E-1,1.063440084E0,-8.361217976E-1,1.596894632E0
8.338432240E0,-8.339074254E-1,1.068937778E0,-8.294022679E-1,1.589319883E0
8.340432040E0,-8.271878958E-1,1.075046420E0,-8.251262307E-1,1.587702087E0
8.342431773E0,-8.094727993E-1,1.075657368E0,-8.171849847E-1,1.574825795E0
8.344431506E0,-8.009206653E-1,1.081155181E0,-8.129089475E-1,1.572002352E0
8.346431239E0,-7.819838524E-1,1.082376838E0,-8.086328506E-1,1.561065486E0
8.348430972E0,-7.636579275E-1,1.081155181E0,-8.013024926E-1,1.547305930E0
8.350430705E0,-7.312820554E-1,1.081766009E0,-7.890852094E-1,1.525662679E0
8.352430438E0,-7.312820554E-1,1.081766009E0,-7.890852094E-1,1.525662679E0
8.354430238E0,-7.227299213E-1,1.083598614E0,-7.841982841E-1,1.520358985E0
8.356430038E0,-7.050148249E-1,1.079322577E0,-7.725918293E-1,1.502957505E0
8.358429771E0,-6.848562956E-1,1.079322577E0,-7.597636580E-1,1.487012504E0
8.360429504E0,-6.793584824E-1,1.076268196E0,-7.530441284E-1,1.478836244E0
8.362429237E0,-6.591999531E-1,1.075046420E0,-7.365507483E-1,1.460402817E0
8.364428970E0,-6.469826698E-1,1.071381330E0,-7.255551815E-1,1.446677176E0
8.366428703E0,-6.243806481E-1,1.070159554E0,-7.096726894E-1,1.427840324E0
8.368428436E0,-5.987243056E-1,1.074435592E0,-6.931793094E-1,1.411871166E0
8.370428236E0,-5.584071875E-1,1.079933405E0,-6.650795341E-1,1.385786972E0
8.372427936E0,-5.584071875E-1,1.079933405E0,-6.650795341E-1,1.385786972E0
8.374427669E0,-5.296965241E-1,1.083598614E0,-6.516404748E-1,1.370911985E0
8.376427402E0,-5.156466365E-1,1.087263823E0,-6.418666840E-1,1.363828037E0
8.378427135E0,-4.851033688E-1,1.094594121E0,-6.253733039E-1,1.350760281E0
8.380426868E0,-4.753295183E-1,1.098870158E0,-6.210972667E-1,1.348783003E0
8.382426601E0,-4.447862506E-1,1.104978919E0,-6.101016402E-1,1.338296392E0
8.384426334E0,-4.191299081E-1,1.115974426E0,-5.923865438E-1,1.331161379E0
8.386426134E0,-4.032474160E-1,1.117196202E0,-5.874996781E-1,1.325100639E0
8.388425867E0,-3.824779987E-1,1.128191710E0,-5.734497309E-1,1.322100808E0
8.390425600E0,-3.525456190E-1,1.137965560E0,-5.563455224E-1,1.314828646E0
8.392426033E0,-3.525456190E-1,1.137965560E0,-5.563455224E-1,1.314828646E0
8.394425766E0,-3.366630971E-1,1.144074202E0,-5.416847467E-1,1.309835938E0
8.396425499E0,-3.323870599E-1,1.144685149E0,-5.386304259E-1,1.308016813E0
8.398425232E0,-3.201697469E-1,1.152015448E0,-5.319108963E-1,1.308654828E0
8.400424965E0,-3.165045679E-1,1.153848052E0,-5.270239711E-1,1.307399990E0
8.402424765E0,-3.103958964E-1,1.163011074E0,-5.203045011E-1,1.311356986E0
8.404424498E0,-3.103958964E-1,1.171563148E0,-5.154175758E-1,1.317027373E0
8.406424231E0,-3.085633218E-1,1.172784925E0,-5.141957998E-1,1.317206561E0
8.408423964E0,-3.110067546E-1,1.180726171E0,-5.086980462E-1,1.322729448E0
8.410423697E0,-3.189480305E-1,1.187445641E0,-5.074763298E-1,1.330145564E0
8.412422863E0,-3.189480305E-1,1.187445641E0,-5.074763298E-1,1.330145564E0
8.414422596E0,-3.244458139E-1,1.193554282E0,-5.007568002E-1,1.334389105E0
8.416422329E0,-3.311653137E-1,1.197219491E0,-5.025894046E-1,1.340000405E0
8.418422129E0,-3.391065598E-1,1.205160737E0,-4.958698750E-1,1.346585532E0
8.420420962E0,-3.421608806E-1,1.208215117E0,-4.934264123E-1,1.349195117E0
8.422420695E0,-3.464369476E-1,1.217378020E0,-4.928155243E-1,1.358269099E0
8.424420428E0,-3.568216562E-1,1.225930214E0,-4.897612035E-1,1.367513298E0
8.426420161E0,-3.574325144E-1,1.230817080E0,-4.891503453E-1,1.371836997E0
8.428419894E0,-3.610977232E-1,1.238758326E0,-4.897612035E-1,1.380137599E0
8.430419394E0,-3.720932901E-1,1.251586556E0,-4.891503453E-1,1.394342277E0
8.432419827E0,-3.720932901E-1,1.251586556E0,-4.891503453E-1,1.394342277E0
8.434419627E0,-3.849214613E-1,1.261360407E0,-4.934264123E-1,1.408071103E0
8.436419360E0,-3.898083866E-1,1.263803840E0,-4.946481287E-1,1.412029566E0
8.438419093E0,-4.063017368E-1,1.275410295E0,-5.013676286E-1,1.429378193E0
8.440418826E0,-4.282929003E-1,1.285184145E0,-5.148066878E-1,1.449192541E0
8.442418559E0,-4.380667508E-1,1.290681958E0,-5.221370459E-1,1.459585383E0
8.444418292E0,-4.618904889E-1,1.304731846E0,-5.386304259E-1,1.485190476E0
8.446418025E0,-4.753295183E-1,1.311451316E0,-5.502368808E-1,1.499534371E0
8.448417825E0,-4.967097938E-1,1.329166412E0,-5.703954101E-1,1.529298825E0
8.450417558E0,-5.278639197E-1,1.351157546E0,-6.088799238E-1,1.573213842E0
8.452417258E0,-5.278639197E-1,1.351157546E0,-6.088799238E-1,1.573213842E0
8.454416991E0,-5.449681282E-1,1.368261814E0,-6.345362663E-1,1.603672949E0
8.456416724E0,-5.577962995E-1,1.372537851E0,-6.473644376E-1,1.616810929E0
8.458416457E0,-5.663484335E-1,1.384144306E0,-6.705773473E-1,1.638987488E0
8.460416190E0,-5.749005675E-1,1.395750761E0,-6.937901974E-1,1.661317455E0
8.462415923E0,-5.785657167E-1,1.400637627E0,-7.029531598E-1,1.670529016E0
8.464415723E0,-5.785657167E-1,1.415909290E0,-7.249443531E-1,1.692655228E0
8.466415456E0,-5.803983212E-1,1.429959178E0,-7.444919944E-1,1.713450843E0
8.468415189E0,-5.797874928E-1,1.433013558E0,-7.499898076E-1,1.718186866E0
8.470414922E0,-5.773440003E-1,1.455615520E0,-7.732026577E-1,1.746420622E0
8.472414555E0,-5.785657167E-1,1.464778543E0,-7.805330753E-1,1.757710542E0
8.474414288E0,-5.773440003E-1,1.467832804E0,-7.841982841E-1,1.761484085E0
8.476414021E0,-5.852852464E-1,1.473941445E0,-7.964155674E-1,1.774637980E0
8.478413754E0,-5.883395672E-1,1.478217483E0,-8.006916046E-1,1.781116902E0
8.480414454E0,-5.938373804E-1,1.481271863E0,-8.080220222E-1,1.788772975E0
8.482414220E0,-5.999460220E-1,1.480050087E0,-8.122980595E-1,1.791734251E0
8.484413986E0,-6.097198725E-1,1.480050087E0,-8.177958727E-1,1.797525152E0
8.486413752E0,-6.194937229E-1,1.480050087E0,-8.196284175E-1,1.801696832E0
8.488413518E0,-6.292675734E-1,1.477606654E0,-8.214610219E-1,1.803911670E0
8.490413518E0,-6.433174610E-1,1.477606654E0,-8.177958727E-1,1.807199178E0
8.492413318E0,-6.512587070E-1,1.477606654E0,-8.153523803E-1,1.808938593E0
8.494413084E0,-6.591999531E-1,1.473330617E0,-8.104654551E-1,1.806128993E0
8.496412917E0,-6.756933331E-1,1.469054580E0,-8.037459254E-1,1.805738174E0
8.498412683E0,-6.866889000E-1,1.465389371E0,-7.970264554E-1,1.803928719E0
8.500412449E0,-7.056257129E-1,1.457448125E0,-7.866417170E-1,1.800241060E0
8.502412215E0,-7.184538841E-1,1.451950312E0,-7.768678665E-1,1.796624439E0
8.504411981E0,-7.428885102E-1,1.445841670E0,-7.591527700E-1,1.794060869E0
8.506411747E0,-7.642687559E-1,1.437289596E0,-7.420485616E-1,1.789006479E0
8.508411513E0,-7.752643824E-1,1.433013558E0,-7.322747111E-1,1.786277967E0
8.510411346E0,-7.935903072E-1,1.421407104E0,-6.992880106E-1,1.771775226E0
8.512410512E0,-7.984772325E-1,1.418963552E0,-6.907358766E-1,1.768654715E0
8.514410278E0,-7.978663445E-1,1.410411477E0,-6.815729141E-1,1.757951329E0
8.516410044E0,-7.929794192E-1,1.404302835E0,-6.620252132E-1,1.743318730E0
8.518409810E0,-7.838164568E-1,1.399415970E0,-6.498079300E-1,1.730602103E0
8.520409576E0,-7.691556811E-1,1.388420343E0,-6.302602291E-1,1.707787887E0
8.522409342E0,-7.398341894E-1,1.376203060E0,-6.119342446E-1,1.678020563E0
8.524409108E0,-7.306711674E-1,1.372537851E0,-6.039929986E-1,1.668097135E0
8.526408941E0,-6.952410340E-1,1.356655359E0,-5.868887901E-1,1.633496958E0
8.528408707E0,-6.781367660E-1,1.351768374E0,-5.746715069E-1,1.617836380E0
8.530408473E0,-6.286566854E-1,1.322446942E0,-5.514585972E-1,1.564666651E0
8.532408873E0,-6.078872681E-1,1.313894749E0,-5.441282392E-1,1.546583940E0
8.534408639E0,-5.913938880E-1,1.303510070E0,-5.386304259E-1,1.529381564E0
8.536408405E0,-5.614615083E-1,1.284573197E0,-5.221370459E-1,1.495992787E0
8.538408171E0,-5.449681282E-1,1.275410295E0,-5.184718966E-1,1.480700776E0
8.540407937E0,-5.125923157E-1,1.261360407E0,-5.062545538E-1,1.452609594E0
8.542407737E0,-4.820490479E-1,1.256473422E0,-4.903720617E-1,1.432327303E0
8.544407470E0,-4.692208767E-1,1.254029989E0,-4.854851663E-1,1.424238495E0
8.546407203E0,-4.337906837E-1,1.258916855E0,-4.763221741E-1,1.414188396E0
8.548406936E0,-4.044691622E-1,1.271134257E0,-4.659374654E-1,1.412966852E0
8.550406669E0,-3.665955067E-1,1.288238406E0,-4.512766898E-1,1.413365171E0
8.552406402E0,-3.665955067E-1,1.288238406E0,-4.512766898E-1,1.413365171E0
8.554406135E0,-3.519347310E-1,1.291903615E0,-4.463897645E-1,1.411430773E0
8.556405868E0,-3.275001347E-1,1.305953503E0,-4.335615933E-1,1.414477481E0
8.558405668E0,-3.091741800E-1,1.318170786E0,-4.207334518E-1,1.417808002E0
8.560405401E0,-2.987894714E-1,1.320003390E0,-4.103487432E-1,1.414238378E0
8.562405134E0,-2.902373374E-1,1.326112032E0,-4.011857510E-1,1.415542596E0
8.564404867E0,-2.835178375E-1,1.329166412E0,-3.908010423E-1,1.414139728E0
8.566404600E0,-2.761874497E-1,1.336496830E0,-3.779728711E-1,1.416109733E0
8.568404333E0,-2.706896663E-1,1.343827128E0,-3.681990206E-1,1.419406483E0
8.570404066E0,-2.706896663E-1,1.345659733E0,-3.541491330E-1,1.417566443E0
8.572403799E0,-2.706896663E-1,1.345659733E0,-3.541491330E-1,1.417566443E0
8.574403599E0,-2.755765915E-1,1.348103285E0,-3.504839242E-1,1.419916866E0
8.576403332E0,-2.853504419E-1,1.348714113E0,-3.419318199E-1,1.420342213E0
8.578403065E0,-2.957351506E-1,1.354822755E0,-3.382666409E-1,1.427385126E0
8.580402798E0,-3.085633218E-1,1.354211926E0,-3.364340365E-1,1.429086816E0
8.582402531E0,-3.287218511E-1,1.356044531E0,-3.321579695E-1,1.434309500E0
8.584402264E0,-3.439934850E-1,1.360320568E0,-3.303253949E-1,1.441498676E0
8.586401997E0,-3.739258945E-1,1.363985777E0,-3.254384696E-1,1.451271157E0
8.588401797E0,-4.124104083E-1,1.371316075E0,-3.242167234E-1,1.468232477E0
8.590401597E0,-4.734969139E-1,1.388420343E0,-3.266601861E-1,1.502869673E0
8.592401363E0,-4.734969139E-1,1.388420343E0,-3.266601861E-1,1.502869673E0
8.594401096E0,-5.132031441E-1,1.403692007E0,-3.321579695E-1,1.531031559E0
8.596400829E0,-5.309182405E-1,1.412244081E0,-3.370448947E-1,1.545932335E0
8.598400562E0,-5.639050007E-1,1.440343857E0,-3.443752825E-1,1.584668297E0
8.600400295E0,-5.767331719E-1,1.451339483E0,-3.498730659E-1,1.600443254E0
8.602400028E0,-6.005569100E-1,1.481882691E0,-3.620903790E-1,1.639437207E0
8.604399828E0,-6.188828349E-1,1.509982586E0,-3.724750876E-1,1.673858137E0
8.606399628E0,-6.262132525E-1,1.518534660E0,-3.749185503E-1,1.684830695E0
8.608399361E0,-6.341544986E-1,1.541136622E0,-3.840815127E-1,1.710196663E0
8.610399094E0,-6.420957446E-1,1.557019114E0,-3.865249753E-1,1.728003769E0
8.612398160E0,-6.420957446E-1,1.557019114E0,-3.865249753E-1,1.728003769E0
8.614397893E0,-6.372088194E-1,1.567403913E0,-3.895792961E-1,1.736249444E0
8.616397626E0,-6.390414238E-1,1.564349532E0,-3.914119005E-1,1.734579683E0
8.618397359E0,-6.359871030E-1,1.565571308E0,-3.865249753E-1,1.733463202E0
8.620397159E0,-6.353762150E-1,1.566792965E0,-3.865249753E-1,1.734342725E0
8.622396892E0,-6.335436106E-1,1.565571308E0,-3.859141171E-1,1.732432028E0
8.624396625E0,-6.323218942E-1,1.565571308E0,-3.785837293E-1,1.730367053E0
8.626396358E0,-6.359871030E-1,1.564960361E0,-3.761402667E-1,1.730624750E0
8.628396091E0,-6.335436106E-1,1.563127756E0,-3.730859458E-1,1.727408177E0
8.630395824E0,-6.298784018E-1,1.558240891E0,-3.675881624E-1,1.720459977E0
8.632396190E0,-6.298784018E-1,1.558240891E0,-3.675881624E-1,1.720459977E0
8.634395923E0,-6.237697601E-1,1.555186510E0,-3.614795208E-1,1.714164881E0
8.636395723E0,-6.249914765E-1,1.547856212E0,-3.614795208E-1,1.707963888E0
8.638395456E0,-6.139959097E-1,1.539914966E0,-3.559817076E-1,1.695597846E0
8.640395189E0,-6.023895144E-1,1.527086735E0,-3.449861407E-1,1.677463102E0
8.642395555E0,-5.944482684E-1,1.519145489E0,-3.425426781E-1,1.666885493E0
8.644395288E0,-5.779548883E-1,1.505095601E0,-3.315471113E-1,1.645985452E0
8.646395021E0,-5.651267171E-1,1.496543527E0,-3.278819323E-1,1.632947426E0
8.648394754E0,-5.413029790E-1,1.481271863E0,-3.156646192E-1,1.608359226E0
8.650394487E0,-4.997641146E-1,1.458669901E0,-3.010038435E-1,1.571014120E0
8.652393620E0,-4.997641146E-1,1.458669901E0,-3.010038435E-1,1.571014120E0
8.654393353E0,-4.661665261E-1,1.444619894E0,-2.893974185E-1,1.545311857E0
8.656393086E0,-4.496731758E-1,1.438511252E0,-2.851213515E-1,1.533888775E0
8.658392819E0,-4.172973335E-1,1.425072312E0,-2.753475010E-1,1.510226608E0
8.660392552E0,-3.849214613E-1,1.412854910E0,-2.674062550E-1,1.488566301E0
8.662392285E0,-3.739258945E-1,1.404302835E0,-2.655736506E-1,1.477300373E0
8.664392018E0,-3.458260894E-1,1.396972418E0,-2.564106882E-1,1.461805070E0
8.666391751E0,-3.354413807E-1,1.391474724E0,-2.515237629E-1,1.453267708E0
8.668391551E0,-3.152828217E-1,1.386587739E0,-2.472477108E-1,1.443315713E0
8.670391284E0,-2.945134044E-1,1.388420343E0,-2.429716438E-1,1.439959866E0
8.672391684E0,-2.945134044E-1,1.388420343E0,-2.429716438E-1,1.439959866E0
8.674391417E0,-2.780200541E-1,1.397583365E0,-2.435825169E-1,1.445637180E0
8.676391150E0,-2.749657333E-1,1.403081059E0,-2.435825169E-1,1.450370662E0
8.678390883E0,-2.603049576E-1,1.411022305E0,-2.411390543E-1,1.454953835E0
8.680390616E0,-2.541962862E-1,1.426904798E0,-2.441933751E-1,1.469797080E0
8.682390416E0,-2.511419654E-1,1.429959178E0,-2.405281961E-1,1.471634924E0
8.684390216E0,-2.425898612E-1,1.438511252E0,-2.417499274E-1,1.478718192E0
8.686389949E0,-2.364812046E-1,1.447063446E0,-2.423607856E-1,1.486154342E0
8.688389682E0,-2.352594733E-1,1.451950312E0,-2.423607856E-1,1.490719785E0
8.690389415E0,-2.193769813E-1,1.464167595E0,-2.417499274E-1,1.500118673E0
8.692389181E0,-2.193769813E-1,1.464167595E0,-2.417499274E-1,1.500118673E0
8.694388914E0,-2.047162205E-1,1.473941445E0,-2.393064648E-1,1.507209242E0
8.696388647E0,-1.851685345E-1,1.479439259E0,-2.362521291E-1,1.509583709E0
8.698388447E0,-1.760055423E-1,1.482493639E0,-2.380847335E-1,1.511770380E0
8.700388213E0,-1.558469981E-1,1.486158729E0,-2.331978083E-1,1.512394549E0
8.702387346E0,-1.424079537E-1,1.484326243E0,-2.325869352E-1,1.509172324E0
8.704387112E0,-1.240820065E-1,1.483715296E0,-2.289217561E-1,1.506390585E0
8.706386878E0,-1.069777757E-1,1.477606654E0,-2.258674204E-1,1.498593261E0
8.708386644E0,-9.476047009E-2,1.472719789E0,-2.222022265E-1,1.492399729E0
8.710386410E0,-6.604980677E-2,1.461724162E0,-2.167044431E-1,1.479175757E0
8.712386176E0,-5.810855702E-2,1.456226349E0,-2.142609805E-1,1.473051103E0
8.714386009E0,-5.444336683E-2,1.453782916E0,-2.136501223E-1,1.470406482E0
8.716385875E0,-3.489567712E-2,1.446452498E0,-2.118175179E-1,1.462295866E0
8.718385741E0,-2.634356357E-2,1.444009066E0,-2.105957866E-1,1.459522782E0
8.720385607E0,-9.850202128E-3,1.434235215E0,-2.093740702E-1,1.449470655E0
8.722385473E0,1.336267684E-2,1.429348350E0,-2.093740702E-1,1.444663548E0
8.724385339E0,2.130392566E-2,1.429348350E0,-2.112066597E-1,1.445025541E0
8.726385205E0,4.818199575E-2,1.428126574E0,-2.118175179E-1,1.444553106E0
8.728385071E0,6.284276396E-2,1.429348350E0,-2.099849284E-1,1.446056564E0
8.730385004E0,1.031598672E-1,1.424461365E0,-2.081523389E-1,1.443280823E0
8.732384904E0,1.202640980E-1,1.421407104E0,-2.105957866E-1,1.441947361E0
8.734384837E0,1.324813962E-1,1.420796156E0,-2.087631971E-1,1.442149475E0
8.736384770E0,1.611920595E-1,1.414076686E0,-2.063197345E-1,1.438111118E0
8.738384703E0,1.758528352E-1,1.412854910E0,-2.032654136E-1,1.438193327E0
8.740384636E0,2.021200359E-1,1.404913664E0,-2.050980031E-1,1.434119975E0
8.742384569E0,2.320524305E-1,1.399415970E0,-2.038762718E-1,1.433101155E0
8.744384502E0,2.442697436E-1,1.397583365E0,-2.081523389E-1,1.433957589E0
8.746384502E0,2.760347426E-1,1.392085552E0,-2.142609805E-1,1.435271797E0
8.748384468E0,2.906954885E-1,1.395750761E0,-2.142609805E-1,1.441711421E0
8.750384434E0,3.413973153E-1,1.395750761E0,-2.319760770E-1,1.455501705E0
8.752383734E0,3.413973153E-1,1.395750761E0,-2.319760770E-1,1.455501705E0
8.754383700E0,3.517820239E-1,1.392696381E0,-2.362521291E-1,1.455736538E0
8.756383666E0,3.719405830E-1,1.392085552E0,-2.496911734E-1,1.462391078E0
8.758383632E0,3.762166202E-1,1.391474724E0,-2.576324046E-1,1.464279792E0
8.760383632E0,3.853796124E-1,1.388420343E0,-2.759583890E-1,1.467099699E0
8.762383632E0,3.920991421E-1,1.387809515E0,-2.930625975E-1,1.471612270E0
8.764383598E0,3.927100003E-1,1.383533478E0,-3.010038435E-1,1.469349973E0
8.766383564E0,3.951534629E-1,1.389642119E0,-3.187189400E-1,1.479470595E0
8.768383530E0,3.969860375E-1,1.392085552E0,-3.388774991E-1,1.486720572E0
8.770383496E0,3.933208585E-1,1.403692007E0,-3.541491330E-1,1.500158044E0
8.772384129E0,3.933208585E-1,1.403692007E0,-3.541491330E-1,1.500158044E0
8.774384095E0,3.835470080E-1,1.406135440E0,-3.602577746E-1,1.501369657E0
8.776384028E0,3.811035454E-1,1.418352723E0,-3.663664162E-1,1.513667305E0
8.778383928E0,3.749949038E-1,1.423850536E0,-3.706424832E-1,1.518337044E0
8.780383828E0,3.713297248E-1,1.431180954E0,-3.749185503E-1,1.525361795E0
8.782383728E0,3.713297248E-1,1.439733028E0,-3.785837293E-1,1.534288955E0
8.784383628E0,3.707188368E-1,1.443398237E0,-3.749185503E-1,1.536683066E0
8.786383528E0,3.768275082E-1,1.448285103E0,-3.730859458E-1,1.542310550E0
8.788383428E0,3.853796124E-1,1.454393744E0,-3.675881624E-1,1.548838167E0
8.790383328E0,4.030947089E-1,1.459891558E0,-3.596469164E-1,1.556635670E0
8.792382594E0,4.030947089E-1,1.459891558E0,-3.596469164E-1,1.556635670E0
8.794382494E0,4.055381715E-1,1.458669901E0,-3.578143120E-1,1.555702468E0
8.796382394E0,4.177554548E-1,1.457448125E0,-3.504839242E-1,1.556121344E0
8.798382294E0,4.293619096E-1,1.453172088E0,-3.437644243E-1,1.553780791E0
8.800382194E0,4.360814393E-1,1.448896050E0,-3.400992155E-1,1.550849529E0
8.802382094E0,4.440226853E-1,1.445841670E0,-3.309362531E-1,1.548267769E0
