"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.404782296E1,-4.184427112E-2,1.489747614E-1,5.345070735E-3,1.548321424E-1
1.404982276E1,-3.756821156E-2,1.471421719E-1,2.290744567E-3,1.518796786E-1
1.405182256E1,-4.428773001E-2,1.477530301E-1,-7.635815418E-4,1.542496158E-1
1.405382229E1,-4.489859566E-2,1.495856196E-1,-5.650503561E-3,1.562807399E-1
1.405582202E1,-4.550946131E-2,1.489747614E-1,-6.872233935E-3,1.559224749E-1
1.405782175E1,-4.734205827E-2,1.477530301E-1,-1.298088674E-2,1.556943538E-1
1.405982149E1,-4.673119262E-2,1.471421719E-1,-1.786780916E-2,1.554151914E-1
1.406182122E1,-4.245513305E-2,1.489747614E-1,-1.664607786E-2,1.557979774E-1
1.406382095E1,-4.367686436E-2,1.453095675E-1,-2.703078650E-2,1.541207393E-1
1.406582075E1,-4.367686436E-2,1.453095675E-1,-2.703078650E-2,1.541207393E-1
1.406782049E1,-4.367686436E-2,1.465312988E-1,-2.825251780E-2,1.554904973E-1
1.406982022E1,-4.550946131E-2,1.495856196E-1,-3.619376570E-2,1.604897421E-1
1.407181995E1,-4.428773001E-2,1.501964927E-1,-3.924809024E-2,1.614335840E-1
1.407381968E1,-4.550946131E-2,1.508073509E-1,-4.596760869E-2,1.640944521E-1
1.407581942E1,-4.917465150E-2,1.526399553E-1,-5.085453019E-2,1.682358034E-1
1.407781915E1,-5.161811411E-2,1.556942761E-1,-5.879577994E-2,1.742471838E-1
1.407981888E1,-5.650503561E-2,1.605812013E-1,-6.551529467E-2,1.824044821E-1
1.408181868E1,-5.772676691E-2,1.611920595E-1,-6.856962293E-2,1.844371244E-1
1.408381845E1,-7.055493444E-2,1.673007160E-1,-7.467827946E-2,1.963272110E-1
1.408581822E1,-7.055493444E-2,1.673007160E-1,-7.467827946E-2,1.963272110E-1
1.408781798E1,-7.360926270E-2,1.654681265E-1,-7.651086897E-2,1.966009601E-1
1.408981775E1,-7.727445662E-2,1.673007160E-1,-7.528914511E-2,1.990711597E-1
1.409181751E1,-7.788532227E-2,1.703550518E-1,-7.590000331E-2,2.021083313E-1
1.409381728E1,-8.155050874E-2,1.685224473E-1,-7.651086897E-2,2.022479019E-1
1.409581705E1,-8.460483700E-2,1.703550518E-1,-7.651086897E-2,2.050188654E-1
1.409781688E1,-8.582656831E-2,1.666898578E-1,-7.467827946E-2,2.018131660E-1
1.409981674E1,-8.338310570E-2,1.648572534E-1,-7.101308554E-2,1.979230018E-1
1.410181661E1,-8.582656831E-2,1.642463952E-1,-7.162395120E-2,1.986783042E-1
1.410381648E1,-8.155050874E-2,1.605812013E-1,-6.612616032E-2,1.918579599E-1
1.410581634E1,-8.155050874E-2,1.605812013E-1,-6.612616032E-2,1.918579599E-1
1.410781621E1,-7.849618047E-2,1.581377387E-1,-6.429356337E-2,1.878905454E-1
1.410981608E1,-7.666359097E-2,1.575268805E-1,-6.062837690E-2,1.853856099E-1
1.411181594E1,-7.055493444E-2,1.563051492E-1,-5.696318299E-2,1.807044622E-1
1.411381587E1,-6.566801667E-2,1.538616866E-1,-5.268712714E-2,1.753899666E-1
1.411581581E1,-6.200282276E-2,1.526399553E-1,-4.780020565E-2,1.715463950E-1
1.411781574E1,-6.139195710E-2,1.514182240E-1,-4.474587739E-2,1.694067428E-1
1.411981567E1,-5.283984542E-2,1.477530301E-1,-3.985895589E-2,1.619004124E-1
1.412181561E1,-4.673119262E-2,1.440878361E-1,-3.619376570E-2,1.557404815E-1
1.412381554E1,-3.573561832E-2,1.367574632E-1,-2.519819140E-2,1.435778082E-1
1.412581547E1,-3.573561832E-2,1.367574632E-1,-2.519819140E-2,1.435778082E-1
1.412781547E1,-3.084869497E-2,1.349248588E-1,-2.275473066E-2,1.402645261E-1
1.412981547E1,-2.718350291E-2,1.312596649E-1,-1.786780916E-2,1.352305478E-1
1.413181544E1,-2.657263726E-2,1.275944710E-1,-1.847867295E-2,1.316355401E-1
1.413381540E1,-1.985312067E-2,1.275944710E-1,-1.359175146E-2,1.298431020E-1
1.413581537E1,-1.985312067E-2,1.269836128E-1,-1.481348183E-2,1.293770596E-1
1.413781534E1,-1.740965992E-2,1.300379336E-1,-1.053742506E-2,1.316206586E-1
1.413981530E1,-1.374446787E-2,1.294270754E-1,-1.114829071E-2,1.306313998E-1
1.414181527E1,-1.374446787E-2,1.355357319E-1,-1.359175146E-2,1.369071975E-1
1.414381527E1,-8.857546374E-3,1.416443735E-1,-1.237002108E-2,1.424591243E-1
1.414581527E1,-9.468411095E-3,1.422552466E-1,-1.359175146E-2,1.432164157E-1
1.414781523E1,-9.468411095E-3,1.422552466E-1,-1.359175146E-2,1.432164157E-1
1.414981520E1,-1.191187184E-2,1.483639032E-1,-1.603521220E-2,1.497026001E-1
1.415181517E1,-1.496619824E-2,1.538616866E-1,-1.664607786E-2,1.554815024E-1
1.415381513E1,-1.618792862E-2,1.544725448E-1,-1.542434748E-2,1.560824353E-1
1.415581510E1,-1.496619824E-2,1.605812013E-1,-1.908953860E-2,1.624029550E-1
1.415781506E1,-1.679879427E-2,1.624137908E-1,-1.908953860E-2,1.643923642E-1
1.415981500E1,-2.412917651E-2,1.673007160E-1,-2.397646010E-2,1.707238044E-1
1.416181493E1,-2.474004216E-2,1.752419621E-1,-2.825251780E-2,1.792205896E-1
1.416381486E1,-3.145955876E-2,1.825723499E-1,-3.497203439E-2,1.885349039E-1
1.416581480E1,-3.145955876E-2,1.825723499E-1,-3.497203439E-2,1.885349039E-1
1.416781473E1,-3.451388702E-2,1.837940812E-1,-3.619376570E-2,1.904769313E-1
1.416981466E1,-3.756821156E-2,1.880701333E-1,-3.985895589E-2,1.958838481E-1
1.417181460E1,-4.367686436E-2,1.911244690E-1,-4.657847434E-2,2.015087726E-1
1.417381453E1,-4.489859566E-2,1.917353272E-1,-4.596760869E-2,2.022160742E-1
1.417581446E1,-4.612032697E-2,1.911244690E-1,-4.963280261E-2,2.027783576E-1
1.417781433E1,-4.550946131E-2,1.935679317E-1,-5.146539584E-2,2.053980092E-1
1.417981419E1,-4.917465150E-2,1.911244690E-1,-5.451972410E-2,2.047415672E-1
1.418181406E1,-4.734205827E-2,1.905135959E-1,-5.390885845E-2,2.035752090E-1
1.418381392E1,-4.795292020E-2,1.862375438E-1,-6.123924255E-2,2.018270302E-1
1.418581379E1,-4.795292020E-2,1.862375438E-1,-6.123924255E-2,2.018270302E-1
1.418781366E1,-4.795292020E-2,1.880701333E-1,-6.368270516E-2,2.042678255E-1
1.418981352E1,-4.856378585E-2,1.862375438E-1,-6.246097013E-2,2.023468231E-1
1.419181342E1,-4.612032697E-2,1.844049394E-1,-6.490442902E-2,2.008602777E-1
1.419381326E1,-4.673119262E-2,1.850158125E-1,-6.551529467E-2,2.017595328E-1
1.419581309E1,-4.917465150E-2,1.807397604E-1,-6.979135424E-2,1.998895707E-1
1.419781292E1,-4.734205827E-2,1.825723499E-1,-7.040221989E-2,2.013216481E-1
1.419981276E1,-4.734205827E-2,1.813506186E-1,-7.162395120E-2,2.006472221E-1
1.420181259E1,-4.978551716E-2,1.801288873E-1,-7.162395120E-2,2.001374631E-1
1.420381242E1,-4.978551716E-2,1.807397604E-1,-7.101308554E-2,2.004702398E-1
1.420581225E1,-4.917465150E-2,1.764636934E-1,-6.918048859E-2,1.958150184E-1
1.420781212E1,-5.222897977E-2,1.776854247E-1,-7.284568250E-2,1.990137431E-1
1.420981192E1,-5.161811411E-2,1.752419621E-1,-7.040221989E-2,1.957821431E-1
1.421181172E1,-5.222897977E-2,1.746311039E-1,-7.101308554E-2,1.956188822E-1
1.421381152E1,-5.222897977E-2,1.727984995E-1,-6.795875728E-2,1.928874813E-1
1.421581132E1,-5.406157300E-2,1.715767831E-1,-6.673702598E-2,1.918725535E-1
1.421781112E1,-5.283984542E-2,1.654681265E-1,-6.368270516E-2,1.850060461E-1
1.421981092E1,-5.711590126E-2,1.642463952E-1,-6.185010448E-2,1.845658147E-1
1.422181072E1,-5.894849449E-2,1.611920595E-1,-5.879577994E-2,1.814242233E-1
1.422381052E1,-6.017022580E-2,1.550834179E-1,-4.718934000E-2,1.729108336E-1
1.422581025E1,-5.833763257E-2,1.538616866E-1,-4.474587739E-2,1.705253398E-1
1.422780999E1,-6.383541971E-2,1.532508135E-1,-4.413501546E-2,1.717808844E-1
1.422980972E1,-6.078109145E-2,1.532508135E-1,-4.108068720E-2,1.699051964E-1
1.423180945E1,-6.017022580E-2,1.520290822E-1,-3.497203439E-2,1.672014985E-1
1.423380918E1,-6.017022580E-2,1.526399553E-1,-2.703078650E-2,1.662831183E-1
1.423580892E1,-5.345070735E-2,1.538616866E-1,-2.153299935E-2,1.642987120E-1
1.423780872E1,-5.345070735E-2,1.569160074E-1,-1.786780916E-2,1.667299316E-1
1.423980845E1,-5.283984542E-2,1.587486118E-1,-1.359175146E-2,1.678627616E-1
1.424180818E1,-4.917465150E-2,1.630246639E-1,-4.428773187E-3,1.703373166E-1
1.424380792E1,-4.184427112E-2,1.642463952E-1,8.399397135E-3,1.697008286E-1
1.424580765E1,-4.123340547E-2,1.605812013E-1,8.399397135E-3,1.660032103E-1
1.424780738E1,-4.062253982E-2,1.642463952E-1,1.389718428E-2,1.697651343E-1
1.424980712E1,-3.573561832E-2,1.648572534E-1,1.634064503E-2,1.694755590E-1
1.425180685E1,-3.207042441E-2,1.642463952E-1,2.550362423E-2,1.692803158E-1
1.425380665E1,-3.268129006E-2,1.636355221E-1,2.977968007E-2,1.695036288E-1
1.425580638E1,-2.779436857E-2,1.630246639E-1,3.344487399E-2,1.687250058E-1
1.425780612E1,-2.474004216E-2,1.599703431E-1,3.955352306E-2,1.666345149E-1
1.425980585E1,-2.229658142E-2,1.593594700E-1,4.016438872E-2,1.658485946E-1
1.426180558E1,-1.863138936E-2,1.544725448E-1,4.444044828E-2,1.618142429E-1
1.426380531E1,-2.229658142E-2,1.477530301E-1,5.299255997E-2,1.585443372E-1
1.426580505E1,-2.229658142E-2,1.477530301E-1,5.299255997E-2,1.585443372E-1
1.426780478E1,-1.863138936E-2,1.446987092E-1,5.665775016E-2,1.565086125E-1
1.426980458E1,-1.802052557E-2,1.428661048E-1,5.726861581E-2,1.549682471E-1
1.427180431E1,-2.046398632E-2,1.404226422E-1,6.093380973E-2,1.544351720E-1
1.427380405E1,-1.985312067E-2,1.355357319E-1,6.459899992E-2,1.514500308E-1
1.427580378E1,-1.618792862E-2,1.337031275E-1,6.643159688E-2,1.501723423E-1
1.427780351E1,-1.802052557E-2,1.288162023E-1,6.948592514E-2,1.474674442E-1
1.427980324E1,-1.618792862E-2,1.239292845E-1,7.009678334E-2,1.432971585E-1
1.428180298E1,-1.863138936E-2,1.239292845E-1,7.376197726E-2,1.454181059E-1
1.428380271E1,-1.435533352E-2,1.141554415E-1,7.925976813E-2,1.397127456E-1
1.428580251E1,-1.435533352E-2,1.141554415E-1,7.925976813E-2,1.397127456E-1
1.428780224E1,-1.496619824E-2,1.129337102E-1,7.742717117E-2,1.377424293E-1
1.428980198E1,-1.130100712E-2,1.086576581E-1,7.681630552E-2,1.335475354E-1
1.429180171E1,-1.313360315E-2,1.049924642E-1,7.620543987E-2,1.303962351E-1
1.429380144E1,-5.803219974E-3,1.019381359E-1,7.803803682E-2,1.285106848E-1
1.429580118E1,-4.581489135E-3,9.949467331E-2,7.620543987E-2,1.254091270E-1
1.429780091E1,-5.192354787E-3,9.766208380E-2,7.620543987E-2,1.239843225E-1
1.429980071E1,-9.162978968E-4,9.582948685E-2,7.559457421E-2,1.220601073E-1
1.430180051E1,-1.527163084E-3,9.399688989E-2,7.681630552E-2,1.214021924E-1
1.430380024E1,5.192354787E-3,9.644035250E-2,7.742717117E-2,1.237847687E-1
1.430579998E1,5.192354787E-3,9.644035250E-2,7.742717117E-2,1.237847687E-1
1.430779971E1,3.359758761E-3,9.460775554E-2,7.559457421E-2,1.211464198E-1
1.430979944E1,8.246680722E-3,1.019381359E-1,7.803803682E-2,1.286441856E-1
1.431179917E1,3.970623948E-3,1.019381359E-1,7.437284291E-2,1.262476502E-1
1.431379891E1,7.635815535E-3,1.123228446E-1,7.437284291E-2,1.349297849E-1
1.431579871E1,3.970623948E-3,1.233184189E-1,7.315111160E-2,1.434373850E-1
1.431779844E1,9.468411095E-3,1.227075532E-1,7.192938030E-2,1.425504478E-1
1.431979817E1,8.246680722E-3,1.330922693E-1,6.826419383E-2,1.498050735E-1
1.432179791E1,9.468411095E-3,1.337031275E-1,7.131851465E-2,1.518305228E-1
1.432379764E1,7.024950348E-3,1.489747614E-1,7.559457421E-2,1.672045726E-1
1.432579737E1,7.024950348E-3,1.489747614E-1,7.559457421E-2,1.672045726E-1
1.432779710E1,5.803219974E-3,1.501964927E-1,7.376197726E-2,1.674320551E-1
1.432979684E1,1.527163084E-3,1.538616866E-1,7.437284291E-2,1.709007624E-1
1.433179664E1,7.024950348E-3,1.544725448E-1,7.498370856E-2,1.718536400E-1
1.433379637E1,5.192354787E-3,1.587486118E-1,7.620543987E-2,1.761685311E-1
1.433579610E1,5.803219974E-3,1.581377387E-1,7.437284291E-2,1.748500544E-1
1.433779584E1,5.803219974E-3,1.587486118E-1,7.620543987E-2,1.761875937E-1
1.433979557E1,6.414085161E-3,1.593594700E-1,7.376197726E-2,1.757196929E-1
1.434179530E1,5.192354787E-3,1.593594700E-1,7.437284291E-2,1.759366960E-1
1.434379504E1,3.970623948E-3,1.563051492E-1,6.765332818E-2,1.703644280E-1
1.434579477E1,3.970623948E-3,1.563051492E-1,6.765332818E-2,1.703644280E-1
1.434779457E1,5.192354787E-3,1.563051492E-1,6.582073122E-2,1.696780153E-1
1.434979430E1,3.359758761E-3,1.556942761E-1,6.704246253E-2,1.695484809E-1
1.435179404E1,4.581489135E-3,1.526399553E-1,6.459899992E-2,1.658100624E-1
1.435379377E1,3.970623948E-3,1.544725448E-1,5.910121277E-2,1.654402802E-1
1.435579350E1,3.054326226E-4,1.520290822E-1,5.482515693E-2,1.616129108E-1
1.435779323E1,5.803219974E-3,1.520290822E-1,5.299255997E-2,1.611047194E-1
1.435979297E1,3.359758761E-3,1.532508135E-1,4.566217586E-2,1.599441594E-1
1.436179270E1,-1.527163084E-3,1.501964927E-1,4.321871698E-2,1.562983562E-1
1.436379250E1,-3.054326226E-4,1.508073509E-1,3.588833287E-2,1.550191046E-1
1.436579223E1,-3.054326226E-4,1.508073509E-1,3.588833287E-2,1.550191046E-1
1.436779197E1,-3.054326226E-4,1.520290822E-1,3.527746722E-2,1.560686862E-1
1.436979077E1,-3.359758761E-3,1.495856196E-1,2.916881628E-2,1.524400387E-1
1.437179050E1,-7.024950348E-3,1.477530301E-1,2.428189293E-2,1.498996936E-1
1.437379023E1,-8.857546374E-3,1.483639032E-1,2.183843218E-2,1.502239029E-1
1.437578997E1,-5.803219974E-3,1.459204406E-1,1.878410578E-2,1.472389044E-1
1.437778977E1,-1.252273750E-2,1.477530301E-1,1.511891466E-2,1.490515294E-1
1.437978957E1,-1.313360315E-2,1.465312988E-1,1.084285788E-2,1.475177298E-1
1.438178930E1,-1.435533352E-2,1.489747614E-1,4.734205548E-3,1.497396668E-1
1.438378903E1,-1.924225502E-2,1.520290822E-1,-3.207042580E-3,1.532755405E-1
1.438578873E1,-1.924225502E-2,1.520290822E-1,-3.207042580E-3,1.532755405E-1
1.438778846E1,-2.290744707E-2,1.569160074E-1,-4.428773187E-3,1.586410998E-1
1.438978820E1,-2.596177347E-2,1.593594700E-1,-1.237002108E-2,1.619335413E-1
1.439178793E1,-2.901609987E-2,1.660789847E-1,-1.664607786E-2,1.694144478E-1
1.439378773E1,-3.390302137E-2,1.648572534E-1,-2.336559631E-2,1.699213935E-1
1.439578753E1,-3.329215571E-2,1.691333205E-1,-2.886338346E-2,1.747785531E-1
1.439778726E1,-3.817907721E-2,1.703550518E-1,-3.191770986E-2,1.774745779E-1
1.439978700E1,-4.001167417E-2,1.746311039E-1,-4.046982154E-2,1.836702561E-1
1.440178673E1,-4.306599870E-2,1.789071560E-1,-5.207626149E-2,1.912443142E-1
1.440378646E1,-4.856378585E-2,1.825723499E-1,-6.429356337E-2,1.995614355E-1
1.440578620E1,-4.856378585E-2,1.825723499E-1,-6.429356337E-2,1.995614355E-1
1.440778593E1,-5.283984542E-2,1.844049394E-1,-7.651086897E-2,2.065215340E-1
1.440978573E1,-5.345070735E-2,1.844049394E-1,-8.017606288E-2,2.080633578E-1
1.441178546E1,-5.894849449E-2,1.917353272E-1,-8.811730891E-2,2.190936349E-1
1.441378519E1,-6.139195710E-2,1.923462003E-1,-9.300423414E-2,2.222966953E-1
1.441578493E1,-6.261368841E-2,1.966222525E-1,-9.972374886E-2,2.291846640E-1
1.441778466E1,-6.872233748E-2,1.990657151E-1,-1.088867337E-1,2.370785510E-1
1.441978439E1,-6.994406879E-2,2.015091777E-1,-1.143845171E-1,2.420370616E-1
1.442178413E1,-7.299839705E-2,2.051743716E-1,-1.204931661E-1,2.488852985E-1
1.442378386E1,-7.544185966E-2,2.112830132E-1,-1.308778822E-1,2.597325662E-1
1.442578366E1,-7.544185966E-2,2.112830132E-1,-1.308778822E-1,2.597325662E-1
1.442778339E1,-7.727445662E-2,2.167807966E-1,-1.369865239E-1,2.678256208E-1
1.442978406E1,-7.788532227E-2,2.228894532E-1,-1.406517178E-1,2.748249215E-1
1.443178379E1,-8.032877743E-2,2.253329158E-1,-1.455386430E-1,2.800163067E-1
1.443378352E1,-7.971791178E-2,2.259437889E-1,-1.461495161E-1,2.806514248E-1
1.443578326E1,-7.849618047E-2,2.289981097E-1,-1.516472995E-1,2.856548408E-1
1.443778299E1,-7.910704613E-2,2.332741618E-1,-1.571450830E-1,2.921803149E-1
1.443978272E1,-8.155050874E-2,2.363284975E-1,-1.601994038E-1,2.969267472E-1
1.444178252E1,-8.093964309E-2,2.430480123E-1,-1.656972021E-1,3.050887164E-1
1.444378226E1,-8.277224004E-2,2.497675270E-1,-1.736384481E-1,3.152544558E-1
1.444578202E1,-8.582656831E-2,2.552653253E-1,-1.809688359E-1,3.244631038E-1
1.444778176E1,-8.216137439E-2,2.570978999E-1,-1.815796942E-1,3.253014093E-1
1.444978149E1,-8.643743396E-2,2.595413625E-1,-1.828014255E-1,3.290129329E-1
1.445178122E1,-9.071348608E-2,2.680934966E-1,-1.895209402E-1,3.406189164E-1
1.445378095E1,-9.743300825E-2,2.748129964E-1,-1.974621862E-1,3.521458349E-1
1.445578069E1,-9.804387391E-2,2.760347426E-1,-2.017382532E-1,3.556769646E-1
1.445778049E1,-1.059851199E-1,2.833651304E-1,-2.096794993E-1,3.680952801E-1
1.445978022E1,-1.084285825E-1,2.864194512E-1,-2.115120888E-1,3.721964847E-1
1.446177995E1,-1.096503139E-1,2.949715555E-1,-2.157881409E-1,3.815703495E-1
1.446377969E1,-1.200350225E-1,3.084105849E-1,-2.304489166E-1,4.032768263E-1
1.446577942E1,-1.200350225E-1,3.084105849E-1,-2.304489166E-1,4.032768263E-1
1.446777915E1,-1.267545372E-1,3.139083683E-1,-2.335032374E-1,4.112528885E-1
1.446977888E1,-1.255328059E-1,3.151301146E-1,-2.371684313E-1,4.139013642E-1
1.447177868E1,-1.304197311E-1,3.200170398E-1,-2.420553565E-1,4.219135073E-1
1.447377848E1,-1.383609772E-1,3.255148232E-1,-2.475531399E-1,4.317247007E-1
1.447577822E1,-1.389718503E-1,3.297908604E-1,-2.530509233E-1,4.383034983E-1
1.447777795E1,-1.438587606E-1,3.328452110E-1,-2.603813112E-1,4.464075545E-1
1.447977768E1,-1.420261711E-1,3.371212482E-1,-2.597704530E-1,4.486678700E-1
1.448177742E1,-1.463022232E-1,3.365103900E-1,-2.671008408E-1,4.538572929E-1
1.448377715E1,-1.475239545E-1,3.407864571E-1,-2.695443034E-1,4.588603905E-1
1.448577688E1,-1.438587606E-1,3.432299197E-1,-2.756529450E-1,4.631270526E-1
1.448777718E1,-1.481348276E-1,3.413973153E-1,-2.738203406E-1,4.620320692E-1
1.448977692E1,-1.426370293E-1,3.444516361E-1,-2.732094824E-1,4.622073918E-1
1.449177665E1,-1.432479024E-1,3.475059569E-1,-2.793181241E-1,4.682936750E-1
1.449377638E1,-1.408044398E-1,3.493385613E-1,-2.805398703E-1,4.696444820E-1
1.449577612E1,-1.371392459E-1,3.505602777E-1,-2.780964077E-1,4.680142017E-1
1.449777585E1,-1.310305893E-1,3.523928821E-1,-2.805398703E-1,4.690974073E-1
1.449977558E1,-1.237002090E-1,3.585015535E-1,-2.799290121E-1,4.713654181E-1
1.450177531E1,-1.188132912E-1,3.585015535E-1,-2.787072659E-1,4.693801254E-1
1.450377511E1,-1.023199260E-1,3.615558743E-1,-2.780964077E-1,4.674715280E-1
1.450577485E1,-1.023199260E-1,3.615558743E-1,-2.780964077E-1,4.674715280E-1
1.450777365E1,-1.023199260E-1,3.615558743E-1,-2.793181241E-1,4.681993507E-1
1.450977338E1,-9.193521738E-2,3.652210534E-1,-2.768746614E-1,4.674377821E-1
1.451177311E1,-8.888089657E-2,3.658319116E-1,-2.768746614E-1,4.673247045E-1
1.451377285E1,-8.643743396E-2,3.676645160E-1,-2.750420868E-1,4.672224051E-1
1.451577258E1,-8.277224004E-2,3.694971204E-1,-2.750420868E-1,4.680037556E-1
1.451777231E1,-7.727445662E-2,3.707188368E-1,-2.732094824E-1,4.669552643E-1
1.451977211E1,-7.177666575E-2,3.688862622E-1,-2.683225572E-1,4.617639645E-1
1.452177185E1,-7.177666575E-2,3.670536578E-1,-2.652682364E-1,4.585275506E-1
1.452377158E1,-6.933320314E-2,3.633884490E-1,-2.524400651E-1,4.478663242E-1
1.452577131E1,-6.933320314E-2,3.633884490E-1,-2.524400651E-1,4.478663242E-1
1.452777104E1,-6.750060618E-2,3.615558743E-1,-2.493857294E-1,4.443784695E-1
1.452977078E1,-6.994406879E-2,3.572798073E-1,-2.438879460E-1,4.382035642E-1
1.453177051E1,-6.750060618E-2,3.566689491E-1,-2.402227521E-1,4.352884581E-1
1.453377024E1,-7.055493444E-2,3.530037403E-1,-2.304489166E-1,4.274299271E-1
1.453577004E1,-7.055493444E-2,3.462842405E-1,-2.231185287E-1,4.179385742E-1
1.453776978E1,-7.544185966E-2,3.450624943E-1,-2.200642079E-1,4.161584491E-1
1.453976951E1,-7.177666575E-2,3.395647109E-1,-2.145664245E-1,4.080377839E-1
1.454176924E1,-7.483099401E-2,3.383429945E-1,-2.121229619E-1,4.062903033E-1
1.454376898E1,-7.544185966E-2,3.279582858E-1,-1.999056488E-1,3.914209752E-1
1.454576871E1,-7.544185966E-2,3.279582858E-1,-1.999056488E-1,3.914209752E-1
1.454776794E1,-7.666359097E-2,3.236822188E-1,-1.937969923E-1,3.849737123E-1
1.454976774E1,-7.849618047E-2,3.169626892E-1,-1.882992089E-1,3.769397680E-1
1.455176754E1,-7.849618047E-2,3.157409728E-1,-1.858557463E-1,3.746950369E-1
1.455376731E1,-7.788532227E-2,3.084105849E-1,-1.797471046E-1,3.653658905E-1
1.455576707E1,-7.971791178E-2,3.010801971E-1,-1.736384481E-1,3.565873542E-1
1.455776684E1,-7.544185966E-2,2.986367345E-1,-1.718058437E-1,3.526933814E-1
1.455976660E1,-7.360926270E-2,2.925280929E-1,-1.675297916E-1,3.450467211E-1
1.456176637E1,-7.055493444E-2,2.894737720E-1,-1.644754708E-1,3.403310799E-1
1.456376614E1,-6.750060618E-2,2.796999216E-1,-1.608102769E-1,3.296184508E-1
1.456576597E1,-6.750060618E-2,2.796999216E-1,-1.608102769E-1,3.296184508E-1
1.456776667E1,-6.750060618E-2,2.778673172E-1,-1.583668143E-1,3.268740211E-1
1.456976644E1,-6.505715102E-2,2.729803920E-1,-1.571450830E-1,3.216291411E-1
1.457176620E1,-6.200282276E-2,2.729803920E-1,-1.553124934E-1,3.201321837E-1
1.457376597E1,-6.078109145E-2,2.699260712E-1,-1.553124934E-1,3.172954390E-1
1.457576573E1,-6.017022580E-2,2.693152130E-1,-1.571450830E-1,3.175621468E-1
1.457776550E1,-5.711590126E-2,2.711478174E-1,-1.547016203E-1,3.173577735E-1
1.457976527E1,-5.894849449E-2,2.699260712E-1,-1.571450830E-1,3.178515156E-1
1.458176510E1,-5.711590126E-2,2.735912800E-1,-1.571450830E-1,3.206384128E-1
1.458376487E1,-5.955936015E-2,2.760347426E-1,-1.656972021E-1,3.274111472E-1
1.458576463E1,-5.955936015E-2,2.760347426E-1,-1.656972021E-1,3.274111472E-1
1.458776440E1,-6.139195710E-2,2.778673172E-1,-1.663080603E-1,3.296021682E-1
1.458976416E1,-6.688974798E-2,2.796999216E-1,-1.675297916E-1,3.328250525E-1
1.459176393E1,-6.505715102E-2,2.809216678E-1,-1.718058437E-1,3.356585531E-1
1.459376370E1,-7.177666575E-2,2.821433842E-1,-1.754710376E-1,3.399218499E-1
1.459576346E1,-7.605272532E-2,2.839759886E-1,-1.791362315E-1,3.442617734E-1
1.459776329E1,-7.971791178E-2,2.827542424E-1,-1.834122837E-1,3.463307276E-1
1.459976306E1,-8.399397135E-2,2.790890634E-1,-1.864666194E-1,3.459992669E-1
1.460176283E1,-9.437867999E-2,2.772564590E-1,-1.962404549E-1,3.525461607E-1
1.460376259E1,-1.047633886E-1,2.693152130E-1,-2.054034323E-1,3.545371934E-1
1.460576232E1,-1.047633886E-1,2.693152130E-1,-2.054034323E-1,3.545371934E-1
1.460776209E1,-1.102611795E-1,2.650391459E-1,-2.078468949E-1,3.544059936E-1
1.460976186E1,-1.169806942E-1,2.601522505E-1,-2.121229619E-1,3.554712748E-1
1.461176162E1,-1.255328059E-1,2.558761835E-1,-2.163990140E-1,3.578542160E-1
1.461376142E1,-1.249219403E-1,2.503784001E-1,-2.170098722E-1,3.541018484E-1
1.461576116E1,-1.334740520E-1,2.454914749E-1,-2.188424766E-1,3.549273395E-1
1.461776089E1,-1.383609772E-1,2.375502288E-1,-2.212859392E-1,3.529041486E-1
1.461976062E1,-1.414152980E-1,2.338850349E-1,-2.182316035E-1,3.497506667E-1
1.462176036E1,-1.487456858E-1,2.259437889E-1,-2.176207453E-1,3.471810242E-1
1.462376009E1,-1.536326110E-1,2.167807966E-1,-2.133446932E-1,3.407533581E-1
1.462575982E1,-1.536326110E-1,2.167807966E-1,-2.133446932E-1,3.407533581E-1
1.462775925E1,-1.536326110E-1,2.094504237E-1,-2.078468949E-1,3.326752033E-1
1.462975905E1,-1.530217379E-1,2.045634985E-1,-2.035708427E-1,3.266541982E-1
1.463175879E1,-1.542434692E-1,2.008983046E-1,-1.986839175E-1,3.219106641E-1
1.463375852E1,-1.511891484E-1,2.015091777E-1,-1.950187236E-1,3.185850120E-1
1.463575825E1,-1.463022232E-1,1.954005212E-1,-1.882992089E-1,3.082893061E-1
1.463775799E1,-1.401935667E-1,1.935679317E-1,-1.815796942E-1,3.001565685E-1
1.463975772E1,-1.365283877E-1,1.911244690E-1,-1.742493063E-1,2.924574910E-1
1.464175745E1,-1.322523206E-1,1.886810064E-1,-1.687515229E-1,2.856016019E-1
1.464375725E1,-1.182024255E-1,1.862375438E-1,-1.540907621E-1,2.690728509E-1
1.464575705E1,-1.182024255E-1,1.862375438E-1,-1.540907621E-1,2.690728509E-1
1.464775678E1,-1.065959856E-1,1.862375438E-1,-1.443169117E-1,2.586010400E-1
1.464975652E1,-1.010981947E-1,1.825723499E-1,-1.418734491E-1,2.523521022E-1
1.465175625E1,-9.132435173E-2,1.837940812E-1,-1.302670091E-1,2.430841319E-1
1.465375598E1,-8.399397135E-2,1.837940812E-1,-1.284344196E-1,2.394382001E-1
1.465575572E1,-7.116580009E-2,1.819614917E-1,-1.156062484E-1,2.270228187E-1
